,high_price,low_price,open_price,total_traded_quantity,turnover,label
331,"1,247.50","1,228.05","1,240.40","1,33,474","1,652.05","1,236.15"
332,"1,244.85","1,231.30","1,236.00","2,52,747","3,131.52","1,240.10"
333,"1,239.00","1,230.00","1,231.30","1,99,944","2,467.73","1,235.80"
334,"1,238.00","1,218.00","1,225.00","2,27,408","2,796.16","1,226.75"
335,"1,250.00","1,226.10","1,248.00","1,57,799","1,951.78","1,230.35"
336,"1,249.70","1,233.25","1,237.30","3,04,618","3,782.54","1,243.75"
337,"1,254.95","1,231.10","1,239.10","1,51,748","1,889.33","1,241.15"
338,"1,256.00","1,232.00","1,255.00","1,89,317","2,353.71","1,239.35"
339,"1,259.80","1,233.00","1,245.70","2,26,023","2,821.58","1,254.15"
340,"1,259.80","1,233.90","1,240.00","1,40,876","1,751.81","1,243.25"
341,"1,243.35","1,195.00","1,199.00","1,50,747","1,836.43","1,232.90"
342,"1,206.90","1,174.00","1,189.00","1,99,068","2,376.07","1,193.90"
343,"1,210.35","1,182.15","1,210.30","2,24,281","2,669.49","1,190.90"
344,"1,234.80","1,196.00","1,231.40","2,08,252","2,519.49","1,199.85"
345,"1,245.25","1,225.80","1,239.00","1,22,545","1,515.12","1,233.15"
346,"1,282.00","1,240.65","1,271.10","1,37,883","1,738.15","1,243.90"
347,"1,287.30","1,267.65","1,274.50","1,22,556","1,565.60","1,281.50"
348,"1,280.90","1,248.40","1,259.80","1,60,509","2,028.19","1,278.00"
349,"1,265.65","1,231.60","1,235.00","1,94,704","2,436.81","1,262.35"
350,"1,233.50","1,204.00","1,222.80","1,65,080","2,013.02","1,226.05"
351,"1,273.10","1,225.00","1,265.00","1,44,749","1,811.93","1,227.80"
352,"1,268.70","1,228.35","1,230.00","1,30,804","1,645.75","1,256.55"
353,"1,242.65","1,199.10","1,234.20","2,12,041","2,590.11","1,221.05"
354,"1,264.70","1,225.50","1,250.00","2,31,566","2,872.15","1,234.00"
355,"1,278.25","1,250.05","1,270.00","2,56,864","3,239.71","1,265.85"
356,"1,292.85","1,270.00","1,271.00","1,48,674","1,905.80","1,279.10"
357,"1,309.75","1,270.15","1,271.00","2,18,591","2,824.67","1,280.60"
358,"1,286.00","1,259.05","1,267.05","2,31,340","2,943.69","1,271.40"
359,"1,277.40","1,253.20","1,255.25","2,05,905","2,612.04","1,270.40"
360,"1,279.00","1,241.45","1,244.00","1,91,044","2,409.00","1,248.95"
361,"1,283.00","1,253.05","1,266.80","2,04,605","2,598.63","1,261.35"
362,"1,278.90","1,240.30","1,245.00","2,10,958","2,674.48","1,271.85"
363,"1,253.50","1,216.05","1,220.10","2,54,442","3,158.50","1,240.05"
364,"1,234.90","1,208.00","1,232.40","1,34,504","1,644.43","1,214.95"
365,"1,250.00","1,228.00","1,249.00","1,12,892","1,396.17","1,230.35"
366,"1,263.50","1,241.05","1,250.00","1,24,527","1,559.10","1,245.00"
367,"1,256.65","1,230.05","1,239.95","1,23,254","1,536.70","1,241.00"
368,"1,236.95","1,211.25","1,225.00","2,09,284","2,562.84","1,228.45"
369,"1,229.00","1,205.00","1,218.90","1,56,349","1,895.68","1,212.25"
370,"1,246.00","1,222.50","1,230.00","1,76,622","2,184.50","1,235.30"
371,"1,241.00","1,212.30","1,232.50","1,56,641","1,920.33","1,224.25"
372,"1,275.00","1,223.25","1,275.00","1,41,382","1,768.11","1,229.60"
373,"1,277.70","1,259.10","1,270.00","1,24,027","1,573.24","1,269.05"
374,"1,294.00","1,266.50","1,290.00","1,66,569","2,129.72","1,281.95"
375,"1,301.00","1,275.00","1,295.25","1,05,930","1,359.49","1,280.40"
376,"1,303.00","1,272.20","1,287.80","1,42,693","1,836.61","1,297.55"
377,"1,308.40","1,275.00","1,302.90","1,61,727","2,082.75","1,295.80"
378,"1,318.50","1,293.00","1,317.75","3,01,061","3,922.68","1,300.50"
379,"1,348.00","1,317.75","1,348.00","3,16,220","4,199.67","1,320.35"
380,"1,355.50","1,338.80","1,345.00","1,26,300","1,698.48","1,341.30"
381,"1,378.20","1,332.00","1,368.40","1,58,288","2,142.04","1,344.00"
382,"1,380.40","1,360.00","1,362.00","1,61,982","2,223.92","1,373.65"
383,"1,370.00","1,344.30","1,345.00","2,45,336","3,330.07","1,360.65"
384,"1,359.50","1,345.00","1,349.00","83,499","1,127.98","1,349.80"
385,"1,354.00","1,328.20","1,334.80","1,63,645","2,195.80","1,350.45"
386,"1,353.00","1,326.30","1,345.00","1,67,115","2,237.73","1,330.85"
387,"1,354.90","1,340.00","1,347.75","1,28,637","1,731.29","1,344.15"
388,"1,360.10","1,338.15","1,356.70","1,12,959","1,522.79","1,342.05"
389,"1,359.60","1,341.90","1,349.50","1,15,880","1,566.92","1,348.90"
390,"1,357.00","1,343.10","1,346.10","1,13,087","1,529.55","1,353.00"
391,"1,359.00","1,338.25","1,354.90","2,88,616","3,887.07","1,349.00"
392,"1,364.80","1,349.95","1,351.90","1,66,086","2,253.56","1,356.20"
393,"1,354.95","1,338.00","1,349.50","1,95,075","2,628.49","1,349.10"
394,"1,344.95","1,325.75","1,343.25","1,07,698","1,437.67","1,337.65"
395,"1,345.00","1,312.00","1,315.00","1,07,799","1,438.75","1,341.80"
396,"1,343.00","1,310.85","1,325.50","2,87,359","3,814.79","1,319.40"
397,"1,330.00","1,305.40","1,316.00","1,84,512","2,434.52","1,324.45"
398,"1,340.05","1,307.90","1,340.00","2,31,658","3,055.18","1,313.75"
399,"1,351.05","1,332.60","1,348.70","1,43,477","1,929.14","1,339.20"
400,"1,355.95","1,335.50","1,336.45","1,50,373","2,024.83","1,353.45"
401,"1,342.65","1,332.30","1,340.00","2,28,456","3,049.84","1,334.85"
402,"1,363.30","1,348.35","1,356.00","1,59,876","2,163.01","1,350.10"
403,"1,373.15","1,355.00","1,362.50","1,52,678","2,079.41","1,359.85"
404,"1,364.25","1,347.15","1,349.00","1,46,576","1,992.58","1,357.90"
405,"1,359.50","1,340.00","1,356.90","3,19,108","4,290.81","1,344.25"
406,"1,365.40","1,340.20","1,357.30","1,18,284","1,600.14","1,353.20"
407,"1,360.00","1,328.25","1,347.90","2,08,455","2,807.13","1,355.95"
408,"1,359.30","1,337.00","1,343.80","2,88,924","3,889.20","1,341.50"
409,"1,346.50","1,335.65","1,340.00","1,73,288","2,327.60","1,343.60"
410,"1,349.45","1,331.20","1,333.00","2,99,481","4,012.67","1,339.75"
411,"1,343.90","1,328.40","1,336.00","1,75,373","2,338.31","1,332.85"
412,"1,340.55","1,322.00","1,324.00","1,91,505","2,551.97","1,334.30"
413,"1,337.95","1,315.00","1,330.00","1,50,106","1,990.81","1,325.50"
414,"1,331.00","1,300.80","1,324.90","2,79,927","3,685.88","1,324.45"
415,"1,333.95","1,314.20","1,321.50","2,10,958","2,799.15","1,326.70"
416,"1,340.95","1,310.35","1,325.20","30,289",402.37,"1,330.50"
417,"1,372.60","1,314.35","1,359.00","2,42,390","3,239.91","1,322.10"
418,"1,373.80","1,343.50","1,359.15","1,44,004","1,960.94","1,367.70"
419,"1,392.65","1,371.10","1,388.00","74,882","1,034.80","1,384.05"
420,"1,410.00","1,381.25","1,410.00","1,35,742","1,888.93","1,388.75"
421,"1,443.00","1,397.90","1,440.00","2,26,261","3,216.25","1,405.70"
422,"1,434.00","1,404.95","1,405.00","4,27,398","6,074.17","1,425.90"
423,"1,405.00","1,362.90","1,373.25","1,71,875","2,377.11","1,398.40"
424,"1,398.70","1,372.15","1,398.70","2,56,703","3,543.60","1,379.60"
425,"1,397.50","1,376.00","1,395.00","1,74,829","2,426.66","1,385.40"
426,"1,405.00","1,371.30","1,385.90","2,32,300","3,244.70","1,401.05"
427,"1,398.00","1,380.05","1,390.00","1,79,114","2,487.44","1,385.80"
428,"1,407.45","1,385.25","1,405.00","1,72,670","2,407.14","1,393.75"
429,"1,403.00","1,381.00","1,394.00","2,48,926","3,468.93","1,400.20"
430,"1,387.00","1,357.15","1,360.00","4,24,483","5,836.90","1,378.95"
431,"1,388.80","1,374.55","1,382.35","2,98,190","4,115.39","1,379.30"
432,"1,407.00","1,383.50","1,398.50","3,73,698","5,217.46","1,395.95"
433,"1,399.90","1,365.20","1,375.00","1,53,607","2,128.21","1,393.70"
434,"1,395.30","1,368.50","1,383.80","1,86,905","2,577.15","1,371.25"
435,"1,378.00","1,351.90","1,352.00","2,33,626","3,204.40","1,376.25"
436,"1,358.00","1,343.00","1,344.35","2,25,640","3,048.52","1,352.20"
437,"1,359.95","1,340.60","1,350.00","2,09,228","2,824.07","1,344.35"
438,"1,384.80","1,342.00","1,363.20","2,00,403","2,715.66","1,347.35"
439,"1,361.50","1,345.00","1,354.00","2,06,389","2,797.07","1,356.20"
440,"1,357.00","1,329.20","1,353.50","2,49,008","3,356.72","1,352.25"
441,"1,380.00","1,343.00","1,377.00","2,86,057","3,887.56","1,350.40"
442,"1,378.00","1,362.10","1,372.20","1,76,688","2,421.38","1,369.70"
443,"1,375.00","1,352.00","1,354.50","1,45,294","1,980.99","1,363.10"
444,"1,355.00","1,324.65","1,340.00","2,00,741","2,685.57","1,346.75"
445,"1,344.95","1,301.50","1,325.00","2,88,628","3,807.26","1,327.45"
446,"1,356.60","1,333.50","1,343.50","1,58,638","2,131.23","1,336.75"
447,"1,371.50","1,325.00","1,343.10","3,71,995","4,976.87","1,343.05"
448,"1,355.70","1,328.30","1,335.00","1,72,544","2,320.80","1,345.65"
449,"1,397.00","1,340.35","1,389.00","2,09,919","2,893.23","1,353.55"
450,"1,390.00","1,358.15","1,364.45","1,31,026","1,805.70","1,383.40"
451,"1,408.00","1,366.10","1,386.00","3,05,427","4,235.65","1,375.20"
452,"1,398.60","1,373.25","1,385.00","1,15,756","1,598.73","1,377.30"
453,"1,392.60","1,371.70","1,385.00","87,764","1,210.27","1,381.30"
454,"1,397.95","1,365.00","1,367.50","1,32,692","1,840.34","1,388.65"
455,"1,394.70","1,360.00","1,381.00","1,28,412","1,769.26","1,366.55"
456,"1,385.00","1,346.10","1,367.25","1,82,385","2,493.06","1,378.90"
457,"1,385.60","1,354.00","1,360.00","3,49,250","4,806.59","1,380.05"
458,"1,354.25","1,330.00","1,348.00","2,29,191","3,078.92","1,345.80"
459,"1,359.90","1,333.40","1,359.90","1,16,480","1,569.39","1,344.95"
460,"1,398.85","1,333.20","1,394.55","4,13,021","5,571.47","1,345.40"
461,"1,398.60","1,361.10","1,361.10","3,01,479","4,195.93","1,394.55"
462,"1,368.50","1,338.15","1,349.80","3,27,607","4,442.26","1,356.35"
463,"1,343.90","1,317.15","1,321.00","3,58,306","4,753.02","1,332.20"
464,"1,365.00","1,326.85","1,362.80","4,23,911","5,680.85","1,334.85"
465,"1,387.90","1,358.00","1,387.90","2,11,377","2,903.43","1,362.80"
466,"1,385.00","1,324.25","1,370.40","6,92,610","9,406.73","1,369.95"
467,"1,382.70","1,352.05","1,362.15","3,45,303","4,697.95","1,360.40"
468,"1,394.70","1,320.00","1,376.00","5,24,563","7,097.78","1,362.10"
469,"1,384.00","1,355.00","1,375.00","4,59,552","6,290.50","1,367.15"
470,"1,423.00","1,380.40","1,405.00","2,42,739","3,395.42","1,406.45"
471,"1,442.45","1,407.05","1,440.10","3,28,668","4,670.76","1,411.00"
472,"1,454.35","1,390.00","1,393.00","4,62,171","6,603.44","1,446.90"
473,"1,393.50","1,369.00","1,370.20","1,44,083","1,995.18","1,387.35"
474,"1,384.90","1,362.00","1,378.00","2,39,277","3,279.19","1,367.35"
475,"1,385.90","1,365.00","1,367.00","2,55,529","3,519.93","1,372.05"
476,"1,378.80","1,355.05","1,370.00","3,56,482","4,873.49","1,364.55"
477,"1,373.65","1,356.00","1,370.00","3,99,840","5,452.19","1,366.00"
478,"1,385.35","1,361.00","1,384.90","2,62,562","3,597.01","1,374.25"
479,"1,408.95","1,375.20","1,398.00","2,19,256","3,053.08","1,385.75"
480,"1,413.55","1,392.25","1,407.90","2,79,113","3,918.50","1,399.65"
481,"1,417.00","1,379.70","1,382.00","2,71,320","3,814.05","1,405.35"
482,"1,398.00","1,376.00","1,380.00","2,05,261","2,840.09","1,381.75"
483,"1,403.70","1,366.00","1,403.70","2,09,105","2,887.25","1,377.20"
484,"1,405.95","1,376.10","1,384.80","3,41,258","4,754.82","1,391.60"
485,"1,393.00","1,368.25","1,375.00","3,14,091","4,350.44","1,387.40"
486,"1,381.10","1,360.15","1,379.70","8,39,399","11,489.49","1,371.15"
487,"1,374.80","1,350.00","1,368.45","3,31,344","4,511.27","1,369.95"
488,"1,384.80","1,357.00","1,371.70","2,76,905","3,783.05","1,359.15"
489,"1,406.25","1,366.00","1,404.00","3,22,679","4,471.75","1,369.25"
490,"1,428.40","1,403.80","1,428.00","2,60,789","3,681.79","1,408.80"
491,"1,448.00","1,422.20","1,442.00","2,54,235","3,633.39","1,424.40"
492,"1,448.00","1,422.50","1,432.50","3,16,569","4,544.70","1,437.20"
493,"1,472.90","1,435.00","1,455.10","3,18,740","4,609.17","1,439.60"
494,"1,463.95","1,431.00","1,436.10","6,10,680","8,853.12","1,455.10"
495,"1,509.00","1,468.05","1,490.00","4,88,446","7,251.71","1,486.00"
496,"1,508.20","1,486.65","1,500.00","1,93,578","2,895.09","1,496.90"
497,"1,510.50","1,477.30","1,483.80","2,84,634","4,266.97","1,496.95"
498,"1,489.25","1,463.00","1,476.80","2,85,869","4,220.80","1,478.45"
499,"1,486.50","1,466.00","1,467.25","2,93,345","4,330.79","1,475.05"
500,"1,500.00","1,465.00","1,490.25","2,30,020","3,388.48","1,472.20"
501,"1,498.00","1,470.25","1,475.00","1,47,388","2,190.38","1,485.05"
502,"1,493.00","1,458.20","1,493.00","2,12,302","3,125.28","1,467.70"
503,"1,515.55","1,492.95","1,500.10","2,53,084","3,804.88","1,500.10"
504,"1,511.00","1,464.45","1,468.70","2,56,634","3,827.94","1,504.95"
505,"1,487.00","1,462.20","1,466.00","1,90,684","2,820.28","1,480.40"
506,"1,480.00","1,465.40","1,467.55","1,89,442","2,789.94","1,471.55"
507,"1,471.90","1,426.50","1,440.10","3,03,576","4,417.53","1,465.75"
508,"1,450.00","1,402.55","1,404.00","2,26,113","3,227.44","1,444.55"
509,"1,415.00","1,375.55","1,408.00","2,30,411","3,215.06","1,411.75"
510,"1,437.70","1,403.10","1,407.90","3,18,504","4,519.56","1,420.85"
511,"1,419.00","1,396.80","1,410.00","3,97,744","5,597.36","1,407.75"
512,"1,459.00","1,405.55","1,452.50","2,80,448","4,014.24","1,410.65"
513,"1,453.65","1,418.60","1,427.45","1,96,200","2,831.82","1,447.15"
514,"1,439.00","1,422.15","1,425.10","2,44,045","3,484.56","1,427.45"
515,"1,432.95","1,416.35","1,417.55","1,85,779","2,647.84","1,425.15"
516,"1,422.60","1,404.00","1,413.30","2,63,151","3,714.30","1,413.75"
517,"1,427.80","1,380.40","1,392.35","3,22,037","4,524.33","1,410.60"
518,"1,392.85","1,366.25","1,366.25","2,22,799","3,069.99","1,387.50"
519,"1,413.40","1,366.20","1,404.00","2,48,778","3,455.62","1,370.25"
520,"1,408.10","1,376.10","1,407.00","1,64,349","2,292.29","1,402.15"
521,"1,452.15","1,403.00","1,441.25","2,31,552","3,299.03","1,407.70"
522,"1,451.00","1,430.00","1,436.50","1,94,328","2,797.45","1,436.40"
523,"1,446.00","1,421.00","1,421.00","2,04,577","2,936.28","1,441.10"
524,"1,443.00","1,420.10","1,434.50","5,36,457","7,673.74","1,429.55"
525,"1,461.70","1,430.00","1,458.00","5,39,085","7,748.48","1,434.50"
526,"1,474.80","1,436.10","1,461.60","1,96,964","2,865.81","1,466.90"
527,"1,483.10","1,447.20","1,480.00","4,16,984","6,090.94","1,460.00"
528,"1,520.15","1,470.00","1,515.00","3,46,531","5,158.49","1,481.20"
529,"1,532.00","1,499.00","1,515.00","2,27,608","3,451.66","1,516.35"
530,"1,528.00","1,473.90","1,474.60","4,01,142","6,031.64","1,512.40"
531,"1,490.00","1,462.00","1,467.90","2,49,725","3,677.53","1,470.70"
532,"1,493.80","1,453.10","1,480.00","3,40,193","5,014.11","1,463.95"
533,"1,502.35","1,472.95","1,498.90","2,76,117","4,098.19","1,482.10"
534,"1,523.70","1,488.30","1,520.00","2,28,030","3,418.09","1,495.45"
535,"1,541.85","1,515.00","1,527.55","2,09,458","3,195.56","1,519.20"
536,"1,534.80","1,498.55","1,507.70","2,68,585","4,086.08","1,527.55"
537,"1,516.00","1,494.55","1,502.90","1,97,605","2,975.72","1,502.90"
538,"1,519.00","1,485.10","1,510.00","2,34,124","3,518.78","1,497.75"
539,"1,516.90","1,471.00","1,477.60","1,67,788","2,511.44","1,509.85"
540,"1,488.95","1,464.35","1,478.95","1,65,497","2,439.01","1,472.15"
541,"1,479.60","1,457.00","1,471.90","1,45,483","2,138.20","1,474.85"
542,"1,484.00","1,447.65","1,459.00","2,80,564","4,117.53","1,472.75"
543,"1,500.00","1,443.00","1,497.10","3,67,108","5,339.48","1,449.95"
544,"1,509.20","1,446.50","1,455.10","3,48,824","5,145.00","1,498.95"
545,"1,473.00","1,434.50","1,455.25","3,01,137","4,383.06","1,448.50"
546,"1,460.95","1,386.55","1,414.20","3,33,425","4,753.19","1,451.95"
547,"1,469.95","1,406.50","1,466.00","2,70,180","3,863.75","1,413.30"
548,"1,478.65","1,452.10","1,475.00","10,54,721","15,437.57","1,471.40"
549,"1,482.00","1,434.00","1,441.00","3,13,981","4,576.30","1,474.60"
550,"1,486.20","1,428.10","1,480.10","6,26,089","9,052.83","1,433.70"
551,"1,546.95","1,479.55","1,514.50","2,57,311","3,888.78","1,484.45"
552,"1,523.00","1,477.90","1,488.90","3,69,301","5,533.32","1,514.50"
553,"1,539.95","1,481.25","1,539.95","2,52,273","3,799.58","1,493.95"
554,"1,545.75","1,502.70","1,519.80","4,01,543","6,136.21","1,531.60"
555,"1,575.00","1,511.40","1,560.00","2,37,324","3,662.66","1,518.60"
556,"1,564.90","1,487.60","1,496.25","3,33,071","5,092.63","1,557.30"
557,"1,539.00","1,490.15","1,532.00","3,25,358","4,917.11","1,496.15"
558,"1,552.20","1,505.05","1,521.80","3,71,225","5,703.31","1,529.75"
559,"1,564.00","1,505.00","1,563.95","4,30,166","6,556.08","1,521.65"
560,"1,617.95","1,545.15","1,614.40","5,01,093","7,907.53","1,564.20"
561,"1,630.95","1,608.25","1,614.00","6,23,666","10,112.41","1,614.55"
562,"1,649.45","1,588.10","1,635.00","3,85,454","6,214.63","1,596.20"
563,"1,647.80","1,620.00","1,624.00","1,75,860","2,873.50","1,636.05"
564,"1,649.00","1,607.95","1,649.00","2,46,991","4,010.49","1,622.45"
565,"1,676.85","1,630.25","1,656.30","3,01,088","4,979.91","1,636.20"
566,"1,659.80","1,603.80","1,621.40","3,93,758","6,405.20","1,650.30"
567,"1,629.95","1,582.05","1,588.00","3,26,492","5,277.75","1,617.40"
568,"1,591.30","1,553.20","1,563.70","1,76,063","2,768.74","1,585.90"
569,"1,594.90","1,555.05","1,590.20","2,17,258","3,423.80","1,562.75"
570,"1,594.70","1,550.10","1,554.00","2,38,110","3,728.68","1,582.65"
571,"1,596.75","1,538.00","1,585.25","2,24,890","3,502.92","1,549.45"
572,"1,590.70","1,553.50","1,565.50","6,91,532","10,900.37","1,579.55"
573,"1,596.80","1,571.50","1,589.90","1,65,403","2,616.55","1,581.70"
574,"1,604.00","1,574.70","1,585.00","2,11,866","3,374.11","1,583.05"
575,"1,593.40","1,549.10","1,570.50","1,70,390","2,685.31","1,586.75"
576,"1,588.00","1,548.10","1,572.40","2,73,632","4,283.69","1,569.75"
577,"1,610.00","1,563.10","1,592.40","2,17,372","3,449.02","1,568.50"
578,"1,628.95","1,579.00","1,622.00","3,34,983","5,332.99","1,583.35"
579,"1,619.00","1,574.95","1,591.05","3,03,940","4,852.37","1,613.00"
580,"1,621.00","1,581.05","1,621.00","2,09,638","3,337.82","1,587.55"
581,"1,664.05","1,615.00","1,658.90","4,05,258","6,593.29","1,616.00"
582,"1,659.90","1,621.25","1,626.80","2,91,832","4,800.29","1,648.00"
583,"1,669.00","1,630.20","1,650.00","2,61,045","4,304.28","1,639.70"
584,"1,677.00","1,633.00","1,661.00","2,74,799","4,539.32","1,650.15"
585,"1,689.80","1,647.30","1,686.00","2,02,470","3,373.23","1,660.10"
586,"1,729.00","1,675.00","1,725.60","6,06,834","10,271.99","1,698.65"
587,"1,774.65","1,715.00","1,765.00","4,23,168","7,362.55","1,725.15"
588,"1,773.90","1,747.55","1,764.00","4,66,325","8,180.61","1,758.30"
589,"1,774.30","1,678.20","1,680.00","9,37,384","16,335.85","1,762.80"
590,"1,697.90","1,648.55","1,677.00","4,58,370","7,635.52","1,678.10"
591,"1,705.00","1,641.00","1,648.00","22,76,570","38,133.37","1,673.45"
592,"1,664.00","1,620.00","1,658.10","4,66,687","7,657.72","1,639.90"
593,"1,672.00","1,614.10","1,626.20","3,91,773","6,436.62","1,655.75"
594,"1,634.50","1,602.70","1,617.80","2,26,907","3,676.05","1,618.00"
595,"1,634.95","1,609.00","1,628.00","3,04,425","4,948.18","1,615.95"
596,"1,625.15","1,600.00","1,623.40","2,88,973","4,666.99","1,620.40"
597,"1,665.00","1,602.70","1,662.40","3,37,618","5,476.41","1,615.15"
598,"1,658.70","1,611.10","1,614.70","4,71,411","7,709.07","1,653.30"
599,"1,645.00","1,605.10","1,632.40","3,27,835","5,322.93","1,614.45"
600,"1,637.55","1,605.00","1,608.00","5,42,357","8,813.34","1,625.05"
601,"1,614.30","1,560.65","1,567.45","8,75,361","13,797.22","1,595.20"
602,"1,574.80","1,546.30","1,567.00","4,89,855","7,620.83","1,552.60"
603,"1,567.80","1,492.80","1,502.90","5,82,025","8,983.69","1,562.65"
604,"1,515.50","1,489.55","1,501.45","2,63,261","3,959.33","1,508.85"
605,"1,525.00","1,481.45","1,503.00","2,75,011","4,133.20","1,507.20"
606,"1,530.00","1,487.00","1,494.00","5,57,460","8,424.32","1,504.55"
607,"1,523.60","1,490.00","1,511.95","3,30,143","4,978.06","1,495.85"
608,"1,570.50","1,499.40","1,529.70","13,41,347","20,563.01","1,508.60"
609,"1,556.70","1,513.15","1,554.90","2,46,373","3,782.91","1,524.95"
610,"1,595.00","1,538.10","1,595.00","3,88,874","6,067.14","1,560.45"
611,"1,590.00","1,535.30","1,544.90","6,31,041","9,876.99","1,582.95"
612,"1,555.00","1,515.55","1,527.45","3,75,711","5,790.04","1,543.80"
613,"1,545.05","1,503.65","1,540.15","5,94,877","9,043.48","1,528.70"
614,"1,569.00","1,532.05","1,569.00","4,26,991","6,584.27","1,542.05"
615,"1,563.20","1,530.00","1,544.00","4,01,516","6,234.91","1,558.80"
616,"1,550.00","1,531.85","1,548.00","2,98,780","4,605.19","1,544.45"
617,"1,550.00","1,531.35","1,534.55","4,10,423","6,334.83","1,544.30"
618,"1,537.00","1,510.60","1,521.90","3,42,683","5,226.91","1,532.90"
619,"1,528.90","1,499.50","1,514.50","3,48,888","5,288.13","1,518.35"
620,"1,525.00","1,472.00","1,496.50","9,43,897","14,227.74","1,514.40"
621,"1,484.95","1,445.00","1,448.00","5,18,419","7,635.09","1,478.35"
622,"1,457.90","1,405.25","1,411.40","4,42,218","6,357.63","1,441.70"
623,"1,409.25","1,390.10","1,400.00","1,58,639","2,222.82","1,404.60"
624,"1,410.95","1,378.00","1,397.80","2,75,773","3,850.08","1,398.50"
625,"1,396.65","1,373.25","1,378.00","94,344","1,307.43","1,391.40"
626,"1,384.95","1,336.20","1,382.00","3,01,895","4,120.04","1,367.45"
627,"1,428.95","1,370.55","1,425.00","3,68,755","5,133.36","1,383.55"
628,"1,439.75","1,423.75","1,425.00","2,07,979","2,981.67","1,433.65"
629,"1,431.00","1,405.55","1,406.40","1,53,349","2,178.36","1,425.90"
630,"1,411.00","1,397.95","1,400.15","1,01,070","1,419.76","1,403.55"
631,"1,410.00","1,395.00","1,395.00","3,20,213","4,485.83","1,400.15"
632,"1,405.00","1,390.10","1,399.20","2,94,115","4,111.44","1,398.00"
633,"1,410.00","1,396.05","1,403.80","3,47,272","4,868.58","1,399.20"
634,"1,411.30","1,386.00","1,393.40","1,37,950","1,927.92","1,393.50"
635,"1,409.00","1,381.00","1,385.10","8,12,449","11,353.07","1,393.40"
636,"1,393.95","1,376.20","1,384.00","5,16,393","7,141.39","1,381.60"
637,"1,388.55","1,376.45","1,385.10","3,46,925","4,793.16","1,383.50"
638,"1,400.40","1,376.00","1,387.00","5,14,987","7,158.88","1,380.40"
639,"1,401.40","1,371.15","1,376.00","3,06,651","4,253.33","1,379.95"
640,"1,397.45","1,364.10","1,381.00","4,73,127","6,544.68","1,369.60"
641,"1,431.50","1,383.95","1,426.20","4,47,402","6,237.58","1,391.95"
642,"1,447.95","1,425.10","1,430.00","3,05,195","4,382.73","1,435.00"
643,"1,440.80","1,421.35","1,429.00","3,66,039","5,238.39","1,429.95"
644,"1,435.00","1,411.10","1,432.00","4,73,067","6,752.61","1,428.35"
645,"1,439.70","1,416.00","1,438.70","5,10,356","7,298.55","1,432.10"
646,"1,474.70","1,420.35","1,470.50","6,68,787","9,591.00","1,430.60"
647,"1,517.00","1,465.70","1,502.40","3,67,839","5,474.81","1,478.15"
648,"1,510.65","1,466.60","1,472.10","4,31,034","6,451.42","1,497.15"
649,"1,489.90","1,469.00","1,482.00","1,18,746","1,751.44","1,476.25"
650,"1,491.00","1,464.65","1,479.05","2,95,171","4,362.28","1,478.20"
651,"1,490.90","1,463.30","1,471.00","3,17,329","4,675.92","1,479.00"
652,"1,479.70","1,461.15","1,476.00","1,37,735","2,025.54","1,470.95"
653,"1,480.00","1,440.00","1,440.00","3,73,419","5,465.95","1,475.35"
654,"1,458.50","1,426.30","1,444.40","4,40,612","6,351.83","1,437.55"
655,"1,459.70","1,416.00","1,416.00","2,24,157","3,234.44","1,438.45"
656,"1,453.95","1,416.50","1,446.00","3,63,367","5,194.45","1,422.20"
657,"1,476.00","1,447.00","1,465.15","3,37,604","4,908.45","1,451.25"
658,"1,483.25","1,447.00","1,447.75","3,17,334","4,665.68","1,464.95"
659,"1,465.80","1,438.15","1,463.40","1,77,141","2,564.66","1,446.35"
660,"1,496.00","1,456.00","1,487.00","1,84,190","2,713.07","1,463.05"
661,"1,508.80","1,485.30","1,497.00","2,40,580","3,597.66","1,487.00"
